Title,Company,Location,Contract,Skills,Link,Salaries
SDE - 1,Confidential -,"Cairo, Egypt ",Full time,Full timeEntry Level · 1 - 3 Yrs of Exp · SQL · C# · Java · IT · Computer Science · Engineering · Telecom · Python · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/Zkyusn1kNnSa-SDE---1-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Backend Developer,1336 Studios,"Cairo, Egypt ",Full timeWork from home,Full timeWork from homeExperienced · 4+ Yrs of Exp · AWS ECS · AWS EC2 · Django · Flask · FP · DynamoDB · NoSQL · PostgreSQL · MySQL · Kubernetes,https://wuzzuf.net/jobs/p/91V1GRSZDqTg-Senior-Backend-Developer-1336-Studios-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Test Automation Engineer,buseet,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 3 - 5 Yrs of Exp · Katalon · Seleium · appuim · Testing · QC · Automated Testing · Security · Computer Science · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/J7RIzhM4Bxsr-Senior-Test-Automation-Engineer-buseet-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Data Analyst,Confidential -,"Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Data Analysis · BI · SQL · Tableau · Business · Analytical · Data · Information Technology (IT) · Python · Computer Science,https://wuzzuf.net/jobs/p/tBGEcQp3jGpV-Data-Analyst-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb,not fetched
SDE - 2,Confidential -,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 5+ Yrs of Exp · SQL · IT · Computer Science · Engineering · Telecom · Java · Python · .NET · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/AJEBn14Ki15r-SDE---2-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Robotic Designer,Icity,"Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Python · Robotics · C# · Computer · Computer Science · Engineering · Mechatronics · Mechanical · C++ · LiDAR,https://wuzzuf.net/jobs/p/SXOsnm3DTIkI-Robotic-Designer-Icity-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb,not fetched
SDE-3,Confidential -,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 7+ Yrs of Exp · API · Java · Python · IT · Computer Science · Engineering · Telecom · .Net · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/25rU2T5hoZVG-SDE-3-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Junior Data Scientist/ML Engineer,TMentors,"Cairo, Egypt ",Full time,Full timeEntry Level · 0 - 3 Yrs of Exp · Computer Science · Machine Learning · Data Science · Python · Engineering · ETL · Cloud · Information Technology (IT) · SQL · Statistics,https://wuzzuf.net/jobs/p/hpV79EG5sNSM-Junior-Data-ScientistML-Engineer-TMentors-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb,not fetched
IoT Engineer,Icity,"Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Computer Science · Information Technology (IT) · Linux · Electronics · IoT · English · MQTT · Engineering · Computer Engineering · Electrical,https://wuzzuf.net/jobs/p/T1CjhxY1x8xH-IoT-Engineer-Icity-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Odoo Developer,Confidential -,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 3 - 5 Yrs of Exp · Odoo · Python · Information Technology (IT) · Odoo Modules · Computer Science · GIT · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/2LlyF2dioSQY-Senior-Odoo-Developer-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb,not fetched
IT Infrastructure Supervisor / Engineer,Confidential -,"Cairo, Egypt ",Full time,Full timeManager · 3 - 8 Yrs of Exp · Information Technology (IT) · Infrastructure · Computer Science · Engineering · Computer · Linux · Information Technology · Configuration · Python · Git,https://wuzzuf.net/jobs/p/Vt602GYaNs9g-IT-Infrastructure-Supervisor-Engineer-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Odoo Developer,Technic,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 2 - 5 Yrs of Exp · Odoo · information technology · Information Technology (IT) · Computer Science · GIT · Design · HTML · XML · Odoo Modules · SQL,https://wuzzuf.net/jobs/p/jOxc5EK9SsIM-Odoo-Developer-Technic-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Software Engineer,THE PLATFORM,"New Cairo, Cairo, Egypt ",Full timeWork from home,Full timeWork from homeManager · 4 - 6 Yrs of Exp · Computer Science · Software Engineering · SQL · NodeJS · ReactJS · Python · Development · Software Development · Computer Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/6x5TsWKRmjZN-Senior-Software-Engineer-THE-PLATFORM-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Principal Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full time,Full timeManager · 10+ Yrs of Exp · Information Technology (IT) · Computer Science · Python · Java · AngularJS · Docker · .NET · AWS · Design · Software Development,https://wuzzuf.net/jobs/p/9OwgntVMm58P-Principal-Engineer-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Odoo Developer,Archer Solutions,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Odoo · Python · Computer Science · Information Technology (IT) · Software Development · Software · Agile · Design · English · OO Concepts,https://wuzzuf.net/jobs/p/geB63bSbbrcn-Senior-Odoo-Developer-Archer-Solutions-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb,not fetched
SRE & Support Engineer - Cairo,Cegedim,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell · Python · Groovy,https://wuzzuf.net/jobs/p/e9uIEfjFWUss-SRE-Support-Engineer---Cairo-Cegedim-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Data Analyst,Tamweely,"Cairo, Egypt ",Full time,Full timeEntry Level · 1 - 3 Yrs of Exp · Analysis · Data Analysis · Computer Science · SQL · Tableau · Power BI · Information Technology (IT) · Microsoft Excel · Data Visualization · Python,https://wuzzuf.net/jobs/p/WtmAc5I4bnrk-Data-Analyst-Tamweely-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Quality Assurance - Automation Specialist - Software,Rasan,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 3 - 4 Yrs of Exp · Quality Control · Quality Assurance · Computer Science · Engineering · Quality · QA · Testing · Agile · Automation · Selenium,https://wuzzuf.net/jobs/p/RlLk2Q3PIrbG-Senior-Quality-Assurance---Automation-Specialist---Software-Rasan-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Software Quality Control Engineer,CreditGO,"Attarin, Alexandria, Egypt ",Full time,Full timeExperienced · 2 - 5 Yrs of Exp · Testing · Quality Control · Information Technology (IT) · Computer Science · Software · Engineering · English · Programming · Python · SDLC,https://wuzzuf.net/jobs/p/ttGySkqbWrIx-Senior-Software-Quality-Control-Engineer-CreditGO-Alexandria-Egypt?o=102&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Coding / Programming Teacher,NASS Academy,"Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Teaching · Education · Python · Java · Coding · Programming · IT · Software · Software Engineering · English,https://wuzzuf.net/jobs/p/WjIOQIRZvxWy-Coding-Programming-Teacher-NASS-Academy-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|hpb,not fetched
DevOps Engineer - Cairo,Maxycode,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 2 - 6 Yrs of Exp · Computer Science · Information Technology (IT) · DevOps · Software Development · Linux · Git · Software · Python · Ansible · PHP,https://wuzzuf.net/jobs/p/T8W60FJrKudv-DevOps-Engineer---Cairo-Maxycode-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior DevOps Engineer,Cegedim,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 5 - 10 Yrs of Exp · System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL · Python · API,https://wuzzuf.net/jobs/p/Vus2mBAUafuS-Senior-DevOps-Engineer-Cegedim-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|hpb,not fetched
ERP Next Developer,WSM Co.,"Sheikh Zayed, Giza, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · ERPNext · Erp Next · Next · IT · Computer Science · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/JuBsaHjbFazz-ERP-Next-Developer-WSM-Co-Giza-Egypt?o=106&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Back-End Developer,Reno Systems,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Python · Computer Science · Information Technology (IT) · Engineering · Django · Linux · Git · Apache · Node.js · Backbone.js,https://wuzzuf.net/jobs/p/FYtRhhr0h20s-Back-End-Developer-Reno-Systems-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Data Scientist,Etisalat Misr,"Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Computer Science · Data Science · Python · Machine Learning · SQL · ETL · Pandas · BIG Data · Problem Solving,https://wuzzuf.net/jobs/p/ZQ6Ki2MBrrY3-Senior-Data-Scientist-Etisalat-Misr-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Data Scientist,Etisalat Misr,"Cairo, Egypt ",Full time,Full timeExperienced · 1 - 3 Yrs of Exp · Computer Science · Information Technology (IT) · Python · Data Science · Machine Learning · SQL · ETL · NumPy · Pandas · Spark,https://wuzzuf.net/jobs/p/2ZORtZthdzm0-Data-Scientist-Etisalat-Misr-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Devops Engineer,Qsource,"Garden City, Cairo, Egypt ",Full time,Full timeExperienced · 2 - 3 Yrs of Exp · Computer Science · Devops Engineer · Design · DevOps · Information Technology (IT) · Software · Software Development · Troubleshooting · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/gVUk3SlLLXdY-Devops-Engineer-Qsource-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Electrical & Low Current BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2 - 7 Yrs of Exp · BIM · Electrical Engineering · Low Current · Project · Project Management · AutoCAD · Management · Engineering · Programming · Engineering - Construction/Civil/Architecture,https://wuzzuf.net/jobs/p/A3Cyt5V3YEci-Electrical-Low-Current-BIM-Project-Engineer-Pinnacle-Real-Estate-Investments-and-Development-Management-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Mechanical & HVAC BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2 - 7 Yrs of Exp · Management · Mechanical Engineering · BIM · HVAC · Programming · Primavera · Project Management · Software · Project · Engineering,https://wuzzuf.net/jobs/p/70EmbW3062mG-Mechanical-HVAC-BIM-Project-Engineer-Pinnacle-Real-Estate-Investments-and-Development-Management-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb,not fetched
VAS Support Engineer,Etisalat Misr,"Cairo, Egypt ",Full time,Full timeEntry Level · 1 - 2 Yrs of Exp · Engineering · Technical Support · CCNA · Computer Science · Network · Linux · Communications · VAS · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/gnp6O59gOQLZ-VAS-Support-Engineer-Etisalat-Misr-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Backend Engineer,TEMPO,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 5+ Yrs of Exp · Computer Science · Information Technology (IT) · Back-End · SQL · Agile · Git · Linux · Software Development · AWS · Backend Development,https://wuzzuf.net/jobs/p/ga3PExqYJWK0-Senior-Backend-Engineer-TEMPO-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Odoo Developer,Soficopharm,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 5 - 7 Yrs of Exp · Software Development · Software Engineering · Information Technology (IT) · HTML · English · Computer Science · jQuery · JavaScript · Programming · XML,https://wuzzuf.net/jobs/p/EsORCdHbonuq-Senior-Odoo-Developer-Soficopharm-Cairo-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Technical Support Engineer,modern arab communication,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Engineering · Information Technology (IT) · Computer Science · Agile · Software Development · Technical Support · Software · English · CSS · Software Engineering,https://wuzzuf.net/jobs/p/sjZrD4sNrwCP-Technical-Support-Engineer-modern-arab-communication-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Payments Integration Specialist,Confidential -,"Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · payment · Computer Science · Operations · Information Technology (IT) · Java · C# · PHP · Payments · Software Engineering · Computer Engineering,https://wuzzuf.net/jobs/p/BCavgYH4TPnV-Payments-Integration-Specialist-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Front-End Developer - Angular,CloudInn,"Cairo, Egypt ",Full time,Full timeEntry Level · 1 - 5 Yrs of Exp · JavaScript · TypeScript · Angular 4+ · HTML5 · CSS3 · Git · Front-End · Testing · Hybrid App · Ionic,https://wuzzuf.net/jobs/p/HOM2lV3p1Mun-Front-End-Developer---Angular-CloudInn-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb,not fetched
IN Planning System Senior Specialist,Etisalat Misr,"Cairo, Egypt ",Full time,Full timeExperienced · 1 - 5 Yrs of Exp · Engineering · Information Technology (IT) · revenue management · IN · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/56TfuLWy8hHl-IN-Planning-System-Senior-Specialist-Etisalat-Misr-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Data Engineer,Paymob Solutions,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Computer Engineering · Engineering · Software · Design · Java · Programming · AWS · Hadoop,https://wuzzuf.net/jobs/p/9apSU4G202rS-Data-Engineer-Paymob-Solutions-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Front-End Developer - 6th October/ Sheikh Zayed,Confidential -,"Sheikh Zayed, Giza, Egypt ",Full time,Full timeExperienced · 3 - 5 Yrs of Exp · Software Development · Programming · Information Technology (IT) · Computer Engineering · SQL · NoSQL · AWS · Cloud Functions · Firebase · Git,https://wuzzuf.net/jobs/p/HE3UgAH9LxCb-Senior-Front-End-Developer---6th-October-Sheikh-Zayed-Giza-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Full Stack Software Developer (Focusing on Ruby on Rails),TMentors,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 3 - 5 Yrs of Exp · Information Technology (IT) · Computer Science · javaScript · CSS3 · HTML5 · BackboneJs · AJAX · REST · JSON · Node.js,https://wuzzuf.net/jobs/p/jU1zS0hhDu7z-Senior-Full-Stack-Software-Developer-Focusing-on-Ruby-on-Rails-TMentors-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Software Engineer,SIA,"Maadi, Cairo, Egypt ",Full time,Full timeEntry Level · 1 - 2 Yrs of Exp · Startup · Software Development · Information Technology (IT) · Agile · AWS · Azure · DevOps · javaScript · OOP · NoSQL,https://wuzzuf.net/jobs/p/pMmsvh5coNL5-Software-Engineer-SIA-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Big Data Engineer,Interact Technology Solutions,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 5+ Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout,https://wuzzuf.net/jobs/p/nZd1o8mrnxwD-Big-Data-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Serverless/NodeJS Developer,camelCase,"Mohandessin, Giza, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Web Development · Programming · Google Cloud · App Engine · Scalability · TDD · Information Technology (IT) · Computer Science · Software Engineering · Development,https://wuzzuf.net/jobs/p/djIIBOviVCTD-Senior-ServerlessNodeJS-Developer-camelCase-Giza-Egypt?o=125&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Junior Site Reliability Engineer (DevOps),TA telecom,"Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · AWS · DevOps · GCP · CD · CI · Jenkins · English · Cloud Services · Git · Engineering,https://wuzzuf.net/jobs/p/WTlUmef0GoNJ-Junior-Site-Reliability-Engineer-DevOps-TA-telecom-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Software QA Engineer - Web & Desktop,TEMPO,"New Cairo, Cairo, Egypt ",Full timeWork from home,Full timeWork from homeExperienced · 5+ Yrs of Exp · Computer Science · Software Engineering · Software · Agile · Software Testing · Quality · QA · Testing · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/cyky449sao3G-Senior-Software-QA-Engineer---Web-Desktop-TEMPO-Cairo-Egypt?o=127&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Delegated Leader Software QA Engineer - Cairo,TEMPO,"New Cairo, Cairo, Egypt ",Full timeWork from home,Full timeWork from homeManager · 7+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · QA · Testing · Software · Software Testing · Quality · Agile · Automation,https://wuzzuf.net/jobs/p/wr7R593lQm1m-Delegated-Leader-Software-QA-Engineer---Cairo-TEMPO-Cairo-Egypt?o=128&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Security & Network Support Engineer (Tier 2),Concentrix,"6th of October, Giza, Egypt ",Full timeWork from home,Full timeWork from homeExperienced · 4+ Yrs of Exp · English · IT · Troubleshooting · Support Engineer · supporting networking · networking · Web Server administration · Computer Science · Information Technology (IT) · Engineering,https://wuzzuf.net/jobs/p/efuXlWqOzebH-Security-Network-Support-Engineer-Tier-2-Concentrix-Giza-Egypt?o=129&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Software Developer (Focusing on .NET),TMentors,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2 - 5 Yrs of Exp · .Net Core · .Net · Information Technology (IT) · Software Development · Computer Science · .NET · Software Engineering · Node.js · javaScript · English,https://wuzzuf.net/jobs/p/NN7g8KbnA1iT-Senior-Software-Developer-Focusing-on-NET-TMentors-Cairo-Egypt?o=130&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Payment & Card Specialist,ITS ,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 6+ Yrs of Exp · corte · ISO8583 · Oracle · SQL Server · payment simulator · Banking · IT/Software Development,https://wuzzuf.net/jobs/p/IBT52n8SXv2E-Payment-Card-Specialist-ITS-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Sr. PHP Developer,VA Computing Egypt,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 3 - 5 Yrs of Exp · PHP · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · HTML5 · jQuery · CSS3 · Software Engineering,https://wuzzuf.net/jobs/p/HLsvFV0vFKQ8-Sr-PHP-Developer-VA-Computing-Egypt-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Market Research Manager - Mobile Phones,IDC,"6th of October, Giza, Egypt ",Full time,Full timeManager · 8 - 10 Yrs of Exp · Information Technology (IT) · Market Research · Communication Skills · Research · IT · English · Analysis · mobile phones · telecom · Operations/Management,https://wuzzuf.net/jobs/p/NWD8yj0temF6-Market-Research-Manager---Mobile-Phones-IDC-Giza-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Technical Support Engineer,Viavi Solutions,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 4 - 8 Yrs of Exp · Computer Engineering · Linux · IT · Troubleshooting · Technical Support · Information Technology (IT) · Computer Science · SQL · Installation/Maintenance/Repair · IT/Software Development,https://wuzzuf.net/jobs/p/1tIx8oFVUuIL-Senior-Technical-Support-Engineer-Viavi-Solutions-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Application Developer,Oriental Weavers,"10th of Ramadan City, Sharqia, Egypt ",Full time,Full timeEntry Level · 0 - 2 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · SQL · javaScript · C# · Java · ASP.NET · Computer Engineering · Engineering,https://wuzzuf.net/jobs/p/00P31VsWNq5M-Application-Developer-Oriental-Weavers-Sharqia-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Full Stack Developer,TTC Technologies,"Heliopolis, Cairo, Egypt ",Full time,Full timeExperienced · 5 - 6 Yrs of Exp · Full Stack · Software Development · Computer Science · Information Technology (IT) · SQL · Software · javaScript · PHP · Angular · React,https://wuzzuf.net/jobs/p/YhwD4tKkmvDM-Full-Stack-Developer-TTC-Technologies-Cairo-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Cross Platform Mobile App Developer,Fab-Minds,"Sheraton, Cairo, Egypt ",Full timePart time,Full timePart timeEntry Level · 1 - 5 Yrs of Exp · Flutter · Development · Computer Engineering · Software · JSON · Information Technology (IT) · Software Development · Android · Mobile Development · Computer Science,https://wuzzuf.net/jobs/p/j0PxIYDPkIJg-Cross-Platform-Mobile-App-Developer-Fab-Minds-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Full Stack Developer- PHP Laravel,Digital Harbor,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 5 - 10 Yrs of Exp · Full Stack · Angular · React · Information Technology (IT) · Software Development · Computer Science · javaScript · MySQL · Git · jQuery,https://wuzzuf.net/jobs/p/g0s6D5InpcRs-Senior-Full-Stack-Developer--PHP-Laravel-Digital-Harbor-Cairo-Egypt?o=138&l=sp&t=sj&a=python|search-v3|hpb,not fetched
QC Engineer,FlairsTech,"Cairo, Egypt ",Full time,Full timeExperienced · 2 - 5 Yrs of Exp · Testing · Quality Assurance · Quality Control · Automated Testing · SQL · QC · Engineering · Software · API · Integration,https://wuzzuf.net/jobs/p/lPLORnerZSsX-QC-Engineer-FlairsTech-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Full Stack Developer,Confidential -,"Cairo, Egypt ",Full timeWork from home,Full timeWork from homeExperienced · 3 - 7 Yrs of Exp · Laravel · PHP · Fron End · Back End · Full Stack · MySQL · Chat Bot · Node JS · JavaScript · HTML,https://wuzzuf.net/jobs/p/hIRD5IdLYhLE-Full-Stack-Developer-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Sr. RPA Consultant,SAED,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Robotics Process Automation · RPA · Computer Science · Information Technology (IT) · Software Development · Automation · Engineering · Automation Anywhere · Software · Uipath,https://wuzzuf.net/jobs/p/DqEz2MBgmYG3-Sr-RPA-Consultant-SAED-Cairo-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Full Stack Developer,Nest Of Ads,"New Nozha, Cairo, Egypt ",Full time,Full timeExperienced · 4+ Yrs of Exp · Computer Science · Information Technology (IT) · javaScript · Software Development · HTML5 · PHP · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/DyfP60gbalnF-Senior-Full-Stack-Developer-Nest-Of-Ads-Cairo-Egypt?o=142&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Game Developer,InnovaTech Group,"Cairo, Egypt ",Full time,Full timeExperienced · 5 - 7 Yrs of Exp · Computer Science · Game Development · Software Development · Information Technology (IT) · Game · Game Design · IT/Software Development,https://wuzzuf.net/jobs/p/2KcOgmihtbRx-Game-Developer-InnovaTech-Group-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|hpb,not fetched
